"id","issue_id","title","body","created_at","closed_at","resolution_time","priority","milestone","author","assignee","tema_relacionado"
235,66847,"My patterns > Editor Role > cannot access to the list of my own patterns (Appareance > Editor > Patterns)","A suggestion for improvement. | Used to indicate that a current issue matches an existing one and can be closed | A collection of blocks that can be synced (previously reusable blocks) or unsynced","2024-11-07","2024-11-08","11:22:36",NULL,NULL,"Marc-pi","","Padroes de Projeto"
236,66844,"On Patterns screen for classic theme, site icon does not return to admin dashboard on mobile","An existing feature does not function as intended | Tracking issues with work in progress | Related to the overarching Site Editor (formerly ""full site editing"")","2024-11-07","2024-11-13","5 days 16:01:18",NULL,NULL,"ironprogrammer","t-hamano","Padroes de Projeto"
237,66831,"Fix auto-applying of top-left positioning in the Cover block BlockAlignmentMatrixControl","Affects the Cover Block - used to display content laid over a background image","2024-11-07","2024-11-08","23:06:54",NULL,NULL,"richtabor","","Padroes de Projeto"
238,66828,"Update placeholder instructions for blocks that support drag and drop","Tracking issues with work in progress | Issues or PRs that need copy editing assistance | Affects the Cover Block - used to display content laid over a background image | Affects the Image Block | Affects the Video Block | Affects the File Block | Affects the Media & Text Block | Affects the Audio Block","2024-11-07","2024-11-08","1 day 00:14:28",NULL,NULL,"richtabor","","Padroes de Projeto"
239,66826,"Add Mediaâ to âAdd mediaâ to follow sentence-case UI standards","Tracking issues with work in progress | Issues or PRs that need copy editing assistance | Affects the Cover Block - used to display content laid over a background image","2024-11-07","2024-11-08","19:43:56",NULL,NULL,"richtabor","up1512001","Padroes de Projeto"
240,66818,"Duplicate menu items in multiple Navigation blocks on the same page retain unwanted shared state","An existing feature does not function as intended | Affects the Navigation Block","2024-11-07","2024-11-13","5 days 19:10:51",NULL,NULL,"NerminPh","","Padroes de Projeto"
241,66814,"DataViews: (List view) Only one primary action is shown, and there is a offset","An existing feature does not function as intended | Tracking issues with work in progress | Work surrounding upgrading and evolving views in the site editor and beyond","2024-11-07","2024-12-10","32 days 22:25:35",NULL,NULL,"doekenorg","youknowriad","Padroes de Projeto"
242,66812,"Popover: headerTitle button is unlabeled","An existing feature does not function as intended | Changes that impact accessibility and need corresponding review (e.g. markup changes). | Tracking issues with work in progress | /packages/components","2024-11-07","2024-11-11","3 days 22:42:46",NULL,NULL,"afercia","afercia","Padroes de Projeto"
243,66808,"DataViews: Close action menu on Action(Modal) click","A suggestion for improvement. | Tracking issues with work in progress | /packages/components | Work surrounding upgrading and evolving views in the site editor and beyond","2024-11-07","2024-12-09","32 days 02:56:53",NULL,NULL,"doekenorg","ntsekouras","Padroes de Projeto"
244,66803,"Write mode: some group blocks/patterns can't be edited after switching into Write mode","An existing feature does not function as intended | A collection of blocks that can be synced (previously reusable blocks) or unsynced | ","2024-11-06","2024-11-08","1 day 18:10:31",NULL,NULL,"annezazu","","Padroes de Projeto"
245,66802,"List View: automatically update after switching between Write and Design modes","An existing feature does not function as intended | Menu item in the top toolbar to select blocks from a list of links. | ","2024-11-06","2024-11-08","1 day 18:27:38",NULL,NULL,"annezazu","","Padroes de Projeto"
246,66799,"Global Styles: unable to save block some variation styles when KSES is active","An existing feature does not function as intended | Tracking issues with work in progress | Anything related to the broader Global Styles efforts, including Styles Engine and theme.json","2024-11-06","2024-11-11","5 days 07:30:29",NULL,NULL,"BogdanUngureanu","aaronrobertshaw","Padroes de Projeto"
247,66790,"Removal of ""inherit query from template"" breaks query loops in the site editor.","An existing feature does not function as intended | Follow-up required in order to be actionable.","2024-11-06","2024-11-06","01:38:20",NULL,NULL,"rmorse","","Padroes e Estilos Arquiteturais"
248,66777,"Template part selecting and editing unavailable in âWriteâ mode","","2024-11-05","2024-11-06","23:04:01",NULL,NULL,"richtabor","","Padroes de Projeto"
249,66776,"Relocate âViewâ external link to end of editor header controls","A suggestion for improvement. | Tracking issues with work in progress | Needs general design feedback.","2024-11-05","2024-11-07","1 day 08:45:48",NULL,NULL,"richtabor","ntsekouras","Padroes e Estilos Arquiteturais"
250,66775,"Only render the write/design mode control with a template preview","An existing feature does not function as intended | Tracking issues with work in progress | ","2024-11-05","2024-11-06","11:33:13",NULL,NULL,"richtabor","youknowriad","Padroes e Estilos Arquiteturais"
251,66765,"Cover block placeholder ""Add Media"" and ""Media Library"" controls do not set images","An existing feature does not function as intended | Affects the Cover Block - used to display content laid over a background image","2024-11-05","2024-11-06","12:33:43",NULL,NULL,"richtabor","Mamaduka","Padroes e Estilos Arquiteturais"
252,66764,"Cover block DropZone renders when dragging media anywhere on the canvas","Tracking issues with work in progress | Affects the Cover Block - used to display content laid over a background image","2024-11-05","2024-11-12","6 days 13:33:17",NULL,NULL,"richtabor","ntsekouras","Padroes e Estilos Arquiteturais"
253,66758,"Modal: Increase size of the Close button","Changes that impact accessibility and need corresponding review (e.g. markup changes). | Tracking issues with work in progress | Related to a regression in the latest release | /packages/components","2024-11-05","2024-11-22","16 days 21:05:31",NULL,NULL,"afercia","afercia","Padroes de Projeto"
254,66741,"Poor default presentation of menu items with longer names in mobile overlay","An existing feature does not function as intended | Affects the Navigation Block | Affects the Submenu Block - for submenus in navigation | Any issue relating to Navigation Menus","2024-11-05","2024-12-02","27 days 07:09:38",NULL,NULL,"hagege","","Padroes e Estilos Arquiteturais"
255,66723,"Details Block: Add Anchor Support","A suggestion for improvement. | An issue that's suitable for someone looking to contribute for the first time | Tracking issues with work in progress | Affects the Details Block - used to display content which can be shown/hidden","2024-11-04","2024-11-08","3 days 14:49:04",NULL,NULL,"skorasaurus","amitraj2203","Padroes e Estilos Arquiteturais"
256,66718,"Hide meta boxes when zoomed out","Tracking issues with work in progress | A draggable box shown on the post editing screen | ","2024-11-04","2024-11-13","8 days 18:26:27",NULL,NULL,"stokesman","getdave, t-hamano","Arquitetura de Software"
257,66717,"Fix accessibility and interaction of the Video block Text tracks popover","An existing feature does not function as intended | Changes that impact accessibility and need corresponding review (e.g. markup changes). | Tracking issues with work in progress | Affects the Video Block","2024-11-04","2024-11-20","15 days 18:40:32",NULL,NULL,"afercia","afercia","Padroes de Projeto"
258,66715,"Video block: Remove unnecessary tooltip from Text Tracks button","An existing feature does not function as intended | Changes that impact accessibility and need corresponding review (e.g. markup changes). | Tracking issues with work in progress | Affects the Video Block","2024-11-04","2024-11-05","16:22:28",NULL,NULL,"afercia","afercia","Padroes de Projeto"
259,66708,"Initial block appender is misaligned","An existing feature does not function as intended | Tracking issues with work in progress | The main way to insert blocks using the + button in the editing interface","2024-11-04","2024-11-04","04:09:21",NULL,NULL,"t-hamano","t-hamano","Padroes de Projeto"
260,66691,"Image Block: Lightbox does not work","An existing feature does not function as intended | Tracking issues with work in progress | Affects the Image Block | API to add frontend interactivity to blocks.","2024-11-02","2024-11-06","4 days 00:29:27",NULL,NULL,"t-hamano","westonruter","Padroes de Projeto"
261,66690,"ButtonBlockAppender not showing in InnerBlocks for parent-child block, Gutenberg 19.4+","An existing feature does not function as intended","2024-11-02","2024-11-02","01:22:17",NULL,NULL,"virgiliud","","Padroes de Projeto"
262,66687,"Site Editor Uses Incorrect Template","An existing feature does not function as intended | Tracking issues with work in progress | Related to API powering block template functionality in the Site Editor","2024-11-02","2024-11-05","3 days 12:13:26",NULL,NULL,"mdawaffe","ellatrix","Arquitetura de Software"
263,66684,"Remove parent block selector while in Write mode","A suggestion for improvement. | Tracking issues with work in progress | ","2024-11-01","2024-12-05","34 days 01:03:42",NULL,NULL,"richtabor","jorgefilipecosta","Padroes e Estilos Arquiteturais"
264,66671,"Zoom out: Pattern inserter always forces iframe editor","An existing feature does not function as intended | Tracking issues with work in progress | ","2024-11-01","2024-11-07","5 days 23:15:34",NULL,NULL,"t-hamano","t-hamano","Padroes e Estilos Arquiteturais"
265,66652,"PluginPostStatusInfo panel appears after Move to Trash in WP 6.7 RC2","An existing feature does not function as intended | Document settings experience","2024-10-31","2024-11-01","12:14:04",NULL,NULL,"laurelfulford","Mamaduka","Padroes de Projeto"
266,66642,"Revisions: Fix focus ring on the item container","An existing feature does not function as intended | Changes that impact accessibility and need corresponding review (e.g. markup changes). | Tracking issues with work in progress | History, undo, redo, revisions, autosave.","2024-10-31","2024-11-07","6 days 09:40:06",NULL,NULL,"jarekmorawski","ramonjd","Padroes de Projeto"
267,66637,"Post type and Featured Image options disappeared","An existing feature does not function as intended | Document settings experience | Needs further testing to be confirmed.","2024-10-31","2024-11-01","1 day 03:57:47",NULL,NULL,"LordRembo","","Padroes de Projeto"
268,66632,"The inline block inserter button is not being displayed after the initial empty paragraph loses focus","An existing feature does not function as intended | /packages/editor","2024-10-31","2024-11-05","4 days 20:13:42",NULL,NULL,"dsas","arthur791004","Arquitetura de Software"
269,66629,"[6.7] Mobile/tablet preview and meta box issues","An existing feature does not function as intended | Tracking issues with work in progress | A draggable box shown on the post editing screen","2024-10-31","2024-12-03","33 days 07:37:28",NULL,NULL,"t-hamano","stokesman","Padroes e Estilos Arquiteturais"
270,66624,"Focus loss after adding new tags","An existing feature does not function as intended | /packages/editor","2024-10-31","2024-10-31","03:34:57",NULL,NULL,"kevin940726","","Arquitetura de Software"
271,66604,"[Flaky Test] Ensures the custom taxonomy labels are respected","Gives the original author opportunity to update before closing. Can be reopened as needed. | Auto-generated flaky test report issue","2024-10-30","2024-11-18","18 days 09:03:08",NULL,NULL,"app/github-actions","","Arquitetura de Software"
272,66599,"DataForm: Improve loading state management","Tracking issues with work in progress | Work surrounding upgrading and evolving views in the site editor and beyond | /packages/dataviews","2024-10-30","2024-12-10","41 days 03:08:56",NULL,NULL,"gigitux","gigitux","Padroes de Projeto"
273,66597,"Gutenberg 19.6 release checklist.","Issues or PRs related to Gutenberg Plugin management related efforts | Meta-issues related to project management of Gutenberg","2024-10-30","2024-11-06","7 days 04:12:38",NULL,NULL,"cbravobernal","cbravobernal","Arquitetura de Software"
274,66588,"Pages data view: Clicking the featured image in grid layout no longer opens the editor","An existing feature does not function as intended | Related to a regression in the latest release | Work surrounding upgrading and evolving views in the site editor and beyond","2024-10-30","2024-11-12","13 days 00:53:28",NULL,NULL,"jameskoster","","Padroes de Projeto"
275,66585,"[WordPress 6.7 RC2] Template Parts: `aria-label` is `[object Object]` on preview button","An existing feature does not function as intended | Tracking issues with work in progress | Related to the overarching Site Editor (formerly ""full site editing"")","2024-10-30","2024-10-30","04:28:01",NULL,NULL,"kmanijak","Mamaduka","Padroes de Projeto"
276,66584,"Navigation sorting cannot be saved","An existing feature does not function as intended","2024-10-30","2024-10-30","00:01:23",NULL,NULL,"369work","","Padroes e Estilos Arquiteturais"
277,66582,"Editing Navigation shows small sub menu area","An existing feature does not function as intended | Tracking issues with work in progress | Needs general design feedback. | Affects the Navigation Block","2024-10-30","2024-11-20","21 days 05:45:44",NULL,NULL,"paaljoachim","","Arquitetura de Software"
278,66577,"Implement a Front-End ""What You See Is What You Get"" (WYSIWYG) Editing Mode in Gutenberg ","A suggestion for improvement.","2024-10-29","2024-11-04","5 days 20:08:55",NULL,NULL,"orionp13","","Padroes e Estilos Arquiteturais"
279,66569,"CreateTemplatePartModalContents: Refactor to not use `RadioGroup`","Tracking issues with work in progress | Issues or PRs that relate to code quality | /packages/editor","2024-10-29","2024-12-16","48 days 01:24:21",NULL,NULL,"mirka","ciampo","Padroes de Projeto"
280,66554,"Active menu item resembles a primary button","A suggestion for improvement. | Tracking issues with work in progress | Needs design efforts. | Issues related to the system of combining components according to best practices.","2024-10-29","2024-11-29","30 days 21:22:25",NULL,NULL,"jameskoster","jameskoster","Padroes de Projeto"
281,66552,"Regression in script dependencies in 19.5.0","An existing feature does not function as intended","2024-10-29","2024-12-03","35 days 03:37:54",NULL,NULL,"sgomes","","Arquitetura de Software"
282,66551,"WP 6.7RC-1: wp.mediaUtils.uploadMedia no longer returns Promise","An existing feature does not function as intended | Anything that impacts the experience of managing media | Needs testing from a developer perspective.","2024-10-29","2024-11-18","19 days 22:15:17",NULL,NULL,"elzadj","","Arquitetura de Software/Padroes de Projeto"
283,66547,"Theme translations not working after ""Internationalization improvements in 6.7""","An existing feature does not function as intended | Used to indicate top priority items that need quick attention | Issues or PRs related to internationalization efforts","2024-10-29","2024-11-03","5 days 14:28:25","High",NULL,"tigriweb","swissspidy","Arquitetura de Software"
284,66537,"WordPress 6.7: Unlinked contributors","","2024-10-28","2024-11-05","7 days 18:13:27",NULL,NULL,"desrosj","desrosj, jeffpaul","Arquitetura de Software"
285,66533,"Pullquote block having design issue when text-decoration is choosen strikethrough.","An existing feature does not function as intended | Tracking issues with work in progress | Affects the Pullquote Block","2024-10-28","2024-11-29","31 days 22:33:04",NULL,NULL,"NidhiDhandhukiya74","","Padroes de Projeto"
286,66526,"Global styles navigation button: avoid visible text and accessible name mismatch","An existing feature does not function as intended | Changes that impact accessibility and need corresponding review (e.g. markup changes). | Tracking issues with work in progress | Needs general design feedback. | Anything related to the broader Global Styles efforts, including Styles Engine and theme.json | /packages/edit-site","2024-10-28","2024-11-26","28 days 16:53:00",NULL,NULL,"afercia","afercia, up1512001","Padroes e Estilos Arquiteturais"
287,66517,"Style book: creating landing page view","A suggestion for improvement. | ","2024-10-28","2024-11-11","14 days 18:45:10",NULL,NULL,"ramonjd","tellthemachines","Padroes e Estilos Arquiteturais"
288,66513,"A typo in a string from WordPress version 6.7","A draggable box shown on the post editing screen","2024-10-27","2024-10-28","08:32:47",NULL,NULL,"isaeedam-ir","","Padroes e Estilos Arquiteturais"
289,66511,"Different background-colors for pages","A suggestion for improvement. | Anything related to the broader Global Styles efforts, including Styles Engine and theme.json","2024-10-27","2024-10-27","01:27:11",NULL,NULL,"davidspeyerdesign","","Padroes e Estilos Arquiteturais"
290,66507,"Metaboxes are not shown when editor rendering mode is set to `template-locked`","An existing feature does not function as intended | A draggable box shown on the post editing screen","2024-10-27","2024-10-31","4 days 07:36:36",NULL,NULL,"fabiankaegy","fabiankaegy","Padroes e Estilos Arquiteturais"
291,66503,"Scripts: regression - fails to import fonts refered in imported css file from an external npm's dependency","An existing feature does not function as intended | Tracking issues with work in progress | /packages/scripts","2024-10-27","2024-11-18","22 days 07:55:28",NULL,NULL,"loxK","gziolo","Arquitetura de Software"
292,66490,"Interactivity API - Random directive parsing errors v19.5.0","An existing feature does not function as intended | API to add frontend interactivity to blocks.","2024-10-25","2024-11-08","13 days 13:58:06",NULL,NULL,"poof86","","Arquitetura de Software"
293,66477,"What is planned in the roadmap to handle responsive in Gutenberg ?","A suggestion for improvement.","2024-10-25","2024-11-04","10 days 04:02:56",NULL,NULL,"webexpr-dhenriet","","Arquitetura de Software"
294,66467,"hr HTML tags Breaking Paragraph Blocks and Classic Revisions Unless it's Inside <!-- wp:separator -->","An existing feature does not function as intended","2024-10-25","2024-10-27","1 day 22:28:09",NULL,NULL,"Robertght","","Arquitetura de Software"
295,66465,"Render control to iterate through section styles in zoom out","Tracking issues with work in progress | Needs general design feedback. | A collection of blocks that can be synced (previously reusable blocks) or unsynced","2024-10-25","2024-11-22","28 days 05:56:51",NULL,NULL,"jasmussen","matiasbenedetto","Padroes e Estilos Arquiteturais"
296,66463,"Template part selecting and editing unavailable in âWriteâ mode","An existing feature does not function as intended | Tracking issues with work in progress | Menu item in the top toolbar to select blocks from a list of links. | ","2024-10-25","2024-12-24","59 days 16:21:02",NULL,NULL,"annezazu","talldan","Padroes de Projeto"
297,66455,"Add support for ""more"" dropdown for additional tools in Write mode","A suggestion for improvement. | Tracking issues with work in progress | Affects the Image Block | ","2024-10-25","2024-11-01","7 days 01:25:55",NULL,NULL,"jasmussen","ntsekouras","Padroes de Projeto"
298,66449,"Zoom out: Keyboard shortcut not working on Windows","An existing feature does not function as intended | Tracking issues with work in progress | Needs further testing to be confirmed. | Issues or PRs that are related to OS specific problems | ","2024-10-25","2024-10-29","4 days 07:20:49",NULL,NULL,"t-hamano","t-hamano","Arquitetura de Software"
299,66438,"Block toolbar position in 6.7 can shift unexpectedly","An existing feature does not function as intended | Overall functionality of blocks","2024-10-25","2024-11-04","10 days 19:55:50",NULL,NULL,"ndiego","","Padroes e Estilos Arquiteturais"
300,66434,"Block Button with Hover Controls","Used to indicate that a current issue matches an existing one and can be closed","2024-10-24","2024-10-26","1 day 14:43:45",NULL,NULL,"Gualtio","","Padroes de Projeto"
